Time [s],Value,Parity Error,Framing Error
19.2974500000,0x2A,,
19.2985950000,0x0A,,
19.2997400000,0x8C,,
19.3008850000,0x1C,,
19.3020300000,0x0C,,
19.3031750000,0x5C,,
19.3043200000,0xFF,,
19.3054650000,0x5C,,
19.3066100000,0x8C,,
19.3077550000,0x7C,,
19.5508550000,0x3C,,
19.5520000000,0x80,,
19.5531450000,0x5C,,
19.5542900000,0xC0,,
19.5554350000,0x5C,,
19.5565800000,0x70,,
19.5577250000,0x5C,,
19.5588700000,0x60,,
19.5600150000,0x5C,,
19.5611650000,0x82,,
19.5623100000,0xCA,,
19.5634550000,0xF8,,
19.5646000000,0xF8,,
19.5657450000,0x9C,,
